returns
-0.003003006
-0.000501378
-0.002510672
0.000502639
0.006012042
-0.008024115
0.007024615
0.001498876
0.004483195
0.001986098
-0.000496155
0
0.009876624
0.00685605
0.010679713
0.016283885
0
-0.003330957
-0.00477784
0.003346883
0.017506953
0.00234247
0.006529874
0.016597892
0.005017114
0.003179653
0.014855101
-0.004478288
0.004478288
-0.009427679
0.002702704
-0.006770507
-0.006360766
0.003185441
0.002269118
-0.007736102
-0.005037795
-0.000459242
-0.01247994
0.001394376
0.002782934
0.003698571
0
0.004604059
0.00458296
0.019022312
0.008932619
-0.012077982
-0.006773564
-0.003176767
-0.005926618
-0.007803574
-0.005082016
-0.000463285
-0.007908857
-0.008442827
0.007508247
0.003267214
-0.004670723
-0.007047245
-0.003305789
0.008009466
-0.000938967
0.001877053
-0.008474627
0.003775371
0.003291797
-0.009434033
-0.001422812
-0.002851713
0.006168465
-0.006644542
-0.001429593
-0.004301082
0
0
0.008583744
0.006153865
0.004238292
-0.001410769
0.010765375
0.002325041
0.010166447
0.00595922
0.008646242
0.006773564
0.020049681
0.00747092
0.020797976
0.010663356
0.005922183
0.014653811
0.013212413
0.006133734
0.002849585
0.001218769
0.005668031
-0.000403795
0.000807428
0.006436064
-0.001605137
0.003607942
0.002398083
0.003984069
-0.009990094
-0.005638355
0.00483482
0.006410278
0.001197366
0.009132484
0.002762978
0.005111078
0.004694844
-0.000780945
0.005453851
0.011587615
-0.001537279
0.004987542
-0.003450263
0.00459771
-0.00306279
-0.003841726
-0.003084042
-0.000386175
-0.005810592
0.001164823
0.000775795
-0.001940618
-0.000388576
0.001165275
0.005033893
-0.004257796
-0.000387973
-0.001942126
0.001165728
-0.002722148
0.002722148
-0.001943635
0.002331909
-0.001165275
0.000777001
0.008122265
0.005761491
0.006870256
0.001520335
-0.00190078
-0.003812434
0.001526718
0.001905126
