APTX-4869
0.0173
0.00997
0.00407
0.04511
0.03929
-0.05804
0.00848
0.03251
0.05592
0.00411
-0.00102
0.04613
0.06124
0.00646
-0.01835
0.04813
-0.04057
-0.02602
0.0687
0.03929
-0.00086
-0.01376
-0.00262
0.0389
0.01557
-0.03645
0.04772
-0.04309
0.02316
0.0461
0.01763
-0.01457
-0.01958
-0.00081
0.04649
0.03546
-0.00715
-0.0182
-0.02355
-0.02649
-0.00325
-0.0163
0.02527
-0.05778
0.00129
0.05096
0.00896
0.00202
0.05119
0.00268
0.03021
0.049
0.03291
0.00069
0.05717
-0.034
0.08314
-0.0195
0.08081
0.05082
0.01807
0.00355
-0.0049
0.03773
-0.00132
0.0823
0.06069
-0.00781
0.01135
-0.03046
0.07487
-0.00066
-0.0365
0.03469
0.06925
-0.00206
-0.06573
0.03916
0.05152
-0.03806
-0.04546
0.00507
-0.01097
0.03527
-0.04178
-0.03265
0.01965
0.03695
0.03695
-0.00127
0.0114
-0.05615
-0.06192
-0.03206
0.01607
-0.04147
0.04276
-0.02062
0.03085
0.03183
0.01496
0.02608
0.0431
0.01187
0.04838
0.02537
0.0224
0.05202
0.0038
-0.00018
0.00054
0.03878
0.01893
-0.00358
0.03489
-0.01504
-0.04564
0.01125
0.01321
0.02763
-0.07146
0.00917
-0.0139
-0.01753
0.02685
0.01952
-0.02477
0.02612
-0.06039
-0.00243
0.04027
0.04627
0.06316
0.02687
0.02554
0.00384
0.01914
-0.02885
0.0328
0.01962
-0.01969
0.02832
0.03935
0.00322
-0.03788
0.01627
-0.00586
-0.06197
-0.08599
-0.08184
0.06356
0.01528
-0.04821
0.00444
0.10156
0.01349
0.04913
-0.02885
0.03546
0.04852
0.01433
-0.0202
-0.00346
0.04875
-0.01103
0.03222
-0.01054
0.02444
0.02693
0.00987
0.01517
0.00608
0.01145
0.01642
0.01824
-0.01623
0.02872
0.00808
-0.00519
0.00391
0.03316
-0.00148
-0.01453
0.03424
-0.00774
-0.04863
0.01343
0.02252
0.03201
0.02735
-0.00876
0.00895
0.00487
-0.01787
-0.02182
0.02051
-0.05414
-0.01614
-0.01345
-0.07775
-0.007
0.04754
0.00312
-0.00149
0.07818
0.00196
0.03941
0.04224
-0.05244
0.01751
0.04534
-0.01172
0.03279
-0.02906
0.00106
0.02628
-0.04385
-0.03122
0.0094
0.08193
0.01117
0.00912
-0.01848
0.01146
0.03854
0.00721
0.04796
-0.04162
-0.00818
-0.04737
0.03444
0.02148
-0.00222
-0.05558
-0.06018
0.04007
-0.02502
0.04424
-0.03527
-0.01865
-0.07647
0.05269
0.00145
-0.09048
-0.06097
-0.05003
0.07329
0.04446
0.033
-0.0114
0.04745
0.05677
0.04048
0.00907
0.0368
0.03629
-0.04156
0.0007
-0.04132
0.0361
-0.00697
-0.04179
-0.00255
0.08618
0.01812
0.0253
0.00591
0.00438
0.01728
-0.02182
0.00233
0.03445
-0.00486
0.00932
0.04562
0.01183
-0.01711
-0.03749
-0.00143
-0.0408
-0.01888
-0.00657
0.03798
-0.03668
0.0401
-0.00129
-0.11386
0.01657
-0.01005
-0.00362
-0.02328
-0.03905
-0.03355
-0.01467
-0.07779
-0.09028
-0.11933
0.16305
-0.05318
-0.02015
0.12281
0.05989
0.02169
0.04726
0.0441
0.04432
-0.06765
-0.02107
-0.03465
0.06164
0.02471
-0.01151
0.11831
-0.0114
0.03069
-0.011
-0.01436
0.04093
-0.00806
-0.00512
0.02264
-0.02223
-0.00777
0.0525
-0.05053
-0.02166
-0.01403
