APTX-4869
0.0002
-0.02357
0.04536
-0.01622
-0.02104
-0.00248
-0.04341
0.02697
0.00285
-0.06151
-0.02476
0.02493
0.08542
0.00423
-0.01759
0.05391
0.02592
-0.00726
-0.09157
0.01664
0.01489
0.03975
-0.03653
0.05515
0.00167
-0.02634
0.03866
0.00875
0.05308
0
-0.06861
0.04262
0.01677
0.05762
-0.00438
-0.10179
0.04114
0.04657
0.02697
0.06504
0.00584
0.02517
0.01602
0.10238
-0.03387
-0.04574
0.01328
0.03603
-0.02346
-0.00166
-0.01041
-0.00221
-0.0621
-0.05383
0.04915
0.03659
-0.03008
-0.01754
-0.06055
-0.01017
0.04001
-0.03916
-0.02029
-0.02299
0.11598
0.00761
0.11036
0.03612
0.01516
0.03313
0.019
0.03309
0.07492
-0.01235
0.03522
-0.03301
0.01132
0.01016
-0.01517
0.01743
-0.00883
-0.00922
-0.03886
0.0135
0.00547
-0.05936
0.01747
-0.01645
0.10633
-0.00348
-0.00006
-0.01511
0.02237
0.07409
0.00868
-0.00293
-0.00459
0.05405
0.01213
-0.00485
-0.01199
-0.03472
0.04251
0.06506
0.04506
0.00237
0.07149
0.05279
-0.01415
0.05023
0.01411
-0.05868
0.07119
-0.08544
0.05473
0.02148
-0.02829
0.13177
0.03692
0.02639
-0.01145
0.00603
0.04791
0.04822
0.03496
-0.02417
-0.21763
-0.08535
0.07286
0.04043
0.04182
-0.03334
0.00942
0.00318
0.04326
-0.00541
-0.0386
0.03973
0.02596
-0.01889
0.01469
0.07111
-0.02894
0.02081
0.05009
0.03514
-0.00792
0.08837
0.01552
-0.00654
-0.02518
0.01654
0.02142
-0.06882
0.00854
0.02426
-0.02689
0.09199
-0.00889
-0.00522
-0.09431
-0.05118
-0.0067
0.05993
0.02483
0.04152
0.06728
0.0222
0.00035
0.03858
-0.04789
0.04486
0.01965
-0.01914
0.01186
-0.04393
0.11159
-0.0199
0.00956
-0.02183
0.02789
0.00096
-0.01736
0.03937
-0.024
0.00911
0.00211
0.03026
0.01011
0.00705
0.01048
0.0187
-0.02542
0.02272
0.00076
-0.00533
0.03443
-0.00999
0.01939
-0.01291
0.01009
0.0325
-0.03005
-0.04575
0.01153
0.01242
-0.02681
0.03147
0.03764
-0.0269
0.02083
-0.0395
0.0123
0.02428
0.03607
0.02733
0.02796
0.03631
0.02128
0.03178
-0.00032
0.0401
-0.00498
0.04105
0.01744
0.03262
0.00693
0.00792
0.01343
0.02285
0.00226
-0.04575
0.01881
0.05417
0.02613
0.07338
-0.02151
0.06132
0.00593
-0.04261
0.05841
0.05858
0.04345
0.07812
-0.05745
0.05315
-0.03448
0.04459
0.01573
0.01015
0.07045
0.04995
0.00908
-0.01883
0.03944
-0.01162
-0.1458
0.0624
0.08029
0.05913
0.05638
0.04101
-0.03228
0.03879
0.03794
-0.02497
0.05444
-0.03205
-0.00625
-0.02855
0.06254
0.01906
0.05784
-0.0509
-0.02011
0.09672
-0.0308
-0.02192
0.02393
-0.01634
0.0607
-0.05348
-0.00495
-0.08007
0.00405
0.03464
-0.09229
-0.0642
0.07681
0.00509
-0.025
-0.01077
-0.06411
-0.08172
0.0181
0.07518
0.00757
-0.01557
-0.02077
0.03674
-0.06142
-0.00908
-0.07246
-0.07899
0.00488
-0.11001
0.08644
0.05707
-0.06033
-0.02741
-0.017
0.00836
0.08104
0.0509
0.01132
0.01622
0.01787
-0.01194
0.05496
0.00713
0.05077
